Inference for Stan model: jhb_ordinal_hurdle_model_model
2 chains: each with iter=(5000,5000); warmup=(0,0); thin=(1,1); 10000 iterations saved.

Warmup took (51891, 52317) seconds, 29 hours total
Sampling took (207010, 208747) seconds, 115 hours total

                    Mean     MCSE   StdDev        5%       50%       95%    N_Eff  N_Eff/s    R_hat
z_j[153,1]       4.9e-01  9.6e-03  7.6e-01  -7.6e-01   4.9e-01   1.7e+00  6.3e+03  1.5e-02  1.0e+00
z_j[153,2]       4.1e-01  1.0e-02  7.7e-01  -8.6e-01   4.1e-01   1.7e+00  5.9e+03  1.4e-02  1.0e+00
z_j[153,3]       9.5e-01  7.2e-03  4.1e-01   2.6e-01   9.7e-01   1.6e+00  3.3e+03  7.9e-03  1.0e+00
z_j[153,4]      -2.0e-01  8.0e-03  8.4e-01  -1.6e+00  -2.0e-01   1.2e+00  1.1e+04  2.6e-02  1.0e+00
z_j[153,5]      -5.8e-02  7.6e-03  9.8e-01  -1.7e+00  -6.3e-02   1.6e+00  1.6e+04  3.9e-02  1.0e+00
z_j[153,6]      -4.6e-01  7.1e-03  7.7e-01  -1.7e+00  -4.6e-01   8.1e-01  1.2e+04  2.9e-02  1.0e+00
z_j[154,1]       1.5e+00  8.8e-03  7.3e-01   2.8e-01   1.5e+00   2.7e+00  6.8e+03  1.6e-02  1.0e+00
z_j[154,2]      -2.2e-01  9.9e-03  7.2e-01  -1.4e+00  -2.4e-01   9.8e-01  5.3e+03  1.3e-02  1.0e+00
z_j[154,3]      -9.5e-01  1.0e-02  4.5e-01  -1.7e+00  -9.5e-01  -2.2e-01  2.0e+03  4.8e-03  1.0e+00
z_j[154,4]       3.3e-01  7.4e-03  8.3e-01  -1.1e+00   3.3e-01   1.7e+00  1.2e+04  3.0e-02  1.0e+00
z_j[154,5]      -1.1e-01  7.9e-03  9.4e-01  -1.7e+00  -1.1e-01   1.4e+00  1.4e+04  3.4e-02  1.0e+00
z_j[154,6]       3.0e-01  7.7e-03  7.7e-01  -9.9e-01   3.1e-01   1.6e+00  1.0e+04  2.4e-02  1.0e+00
z_j[155,1]       2.6e-01  8.2e-03  7.0e-01  -9.0e-01   2.7e-01   1.4e+00  7.2e+03  1.7e-02  1.0e+00
z_j[155,2]       1.8e-01  6.9e-03  6.7e-01  -9.1e-01   1.7e-01   1.3e+00  9.3e+03  2.2e-02  1.0e+00
z_j[155,3]      -1.2e-01  5.7e-03  3.8e-01  -7.5e-01  -1.1e-01   5.0e-01  4.4e+03  1.1e-02  1.0e+00
z_j[155,4]       2.1e-01  7.1e-03  7.3e-01  -1.0e+00   2.2e-01   1.4e+00  1.1e+04  2.5e-02  1.0e+00
z_j[155,5]      -6.1e-02  6.0e-03  7.3e-01  -1.3e+00  -5.8e-02   1.1e+00  1.5e+04  3.6e-02  1.0e+00
z_j[155,6]      -6.4e-02  7.1e-03  9.8e-01  -1.7e+00  -5.6e-02   1.5e+00  1.9e+04  4.5e-02  1.0e+00
z_j[156,1]       2.7e-01  8.5e-03  6.8e-01  -8.7e-01   2.8e-01   1.4e+00  6.5e+03  1.6e-02  1.0e+00
z_j[156,2]       2.3e-01  8.0e-03  6.1e-01  -7.7e-01   2.2e-01   1.2e+00  5.8e+03  1.4e-02  1.0e+00
z_j[156,3]      -3.5e-01  6.4e-03  3.6e-01  -9.4e-01  -3.4e-01   2.3e-01  3.2e+03  7.7e-03  1.0e+00
z_j[156,4]      -6.9e-01  7.1e-03  8.6e-01  -2.1e+00  -7.0e-01   7.2e-01  1.5e+04  3.5e-02  1.0e+00
z_j[156,5]      -7.6e-02  6.6e-03  9.4e-01  -1.6e+00  -7.2e-02   1.4e+00  2.0e+04  4.9e-02  1.0e+00
z_j[156,6]      -5.3e-02  6.8e-03  9.6e-01  -1.6e+00  -3.0e-02   1.5e+00  2.0e+04  4.8e-02  1.0e+00
z_j[157,1]       4.9e-01  1.3e-02  9.3e-01  -1.0e+00   5.0e-01   2.0e+00  5.4e+03  1.3e-02  1.0e+00
z_j[157,2]      -6.5e-01  1.3e-02  8.2e-01  -2.0e+00  -6.6e-01   7.1e-01  4.2e+03  1.0e-02  1.0e+00
z_j[157,3]      -6.1e-01  7.0e-03  5.2e-01  -1.5e+00  -6.1e-01   2.5e-01  5.6e+03  1.3e-02  1.0e+00
z_j[157,4]       1.2e+00  7.8e-03  7.6e-01  -4.5e-02   1.2e+00   2.4e+00  9.3e+03  2.2e-02  1.0e+00
z_j[157,5]      -1.5e-01  6.4e-03  8.2e-01  -1.5e+00  -1.5e-01   1.2e+00  1.6e+04  4.0e-02  1.0e+00
z_j[157,6]      -1.0e-01  6.4e-03  9.7e-01  -1.7e+00  -8.8e-02   1.5e+00  2.3e+04  5.4e-02  1.0e+00
z_j[158,1]       2.3e-01  1.1e-02  8.0e-01  -1.1e+00   2.3e-01   1.5e+00  5.3e+03  1.3e-02  1.0e+00
z_j[158,2]      -2.8e-01  1.0e-02  7.9e-01  -1.6e+00  -2.9e-01   1.0e+00  5.8e+03  1.4e-02  1.0e+00
z_j[158,3]      -1.4e+00  5.8e-03  4.2e-01  -2.1e+00  -1.4e+00  -7.2e-01  5.4e+03  1.3e-02  1.0e+00
z_j[158,4]      -5.7e-01  7.1e-03  8.7e-01  -2.0e+00  -5.7e-01   8.4e-01  1.5e+04  3.6e-02  1.0e+00
z_j[158,5]       6.5e-02  6.5e-03  9.3e-01  -1.4e+00   6.0e-02   1.6e+00  2.0e+04  4.9e-02  1.0e+00
z_j[158,6]      -3.7e-02  6.7e-03  9.8e-01  -1.7e+00  -2.7e-02   1.6e+00  2.1e+04  5.2e-02  1.0e+00
z_j[159,1]      -1.4e-01  1.4e-02  7.9e-01  -1.5e+00  -1.3e-01   1.1e+00  3.1e+03  7.4e-03  1.0e+00
z_j[159,2]      -7.4e-01  1.4e-02  8.1e-01  -2.1e+00  -7.5e-01   6.0e-01  3.5e+03  8.5e-03  1.0e+00
z_j[159,3]       7.2e-02  8.0e-03  4.3e-01  -6.2e-01   5.9e-02   7.9e-01  2.9e+03  6.9e-03  1.0e+00
z_j[159,4]       1.4e+00  1.1e-02  7.3e-01   1.7e-01   1.4e+00   2.6e+00  4.8e+03  1.2e-02  1.0e+00
z_j[159,5]       1.2e+00  1.1e-02  8.5e-01  -2.3e-01   1.2e+00   2.5e+00  6.4e+03  1.5e-02  1.0e+00
z_j[159,6]       5.8e-01  8.9e-03  8.3e-01  -8.1e-01   6.1e-01   1.9e+00  8.6e+03  2.1e-02  1.0e+00
z_j[160,1]       4.1e-01  1.2e-02  8.6e-01  -1.0e+00   4.1e-01   1.8e+00  4.9e+03  1.2e-02  1.0e+00
z_j[160,2]      -9.8e-01  1.0e-02  7.7e-01  -2.2e+00  -1.0e+00   3.0e-01  5.5e+03  1.3e-02  1.0e+00
z_j[160,3]       2.0e-01  7.1e-03  4.3e-01  -4.9e-01   1.9e-01   9.2e-01  3.6e+03  8.7e-03  1.0e+00
z_j[160,4]       6.4e-01  7.5e-03  7.2e-01  -5.7e-01   6.5e-01   1.8e+00  9.2e+03  2.2e-02  1.0e+00
z_j[160,5]       7.0e-01  7.5e-03  8.5e-01  -7.2e-01   7.0e-01   2.1e+00  1.3e+04  3.1e-02  1.0e+00
z_j[160,6]      -7.1e-02  6.6e-03  9.6e-01  -1.6e+00  -5.6e-02   1.5e+00  2.1e+04  5.0e-02  1.0e+00
z_j[161,1]       8.3e-01  8.1e-03  7.1e-01  -3.5e-01   8.4e-01   2.0e+00  7.8e+03  1.9e-02  1.0e+00
z_j[161,2]      -5.2e-01  9.3e-03  7.1e-01  -1.7e+00  -5.4e-01   6.7e-01  5.8e+03  1.4e-02  1.0e+00
z_j[161,3]      -1.8e-01  6.4e-03  4.0e-01  -8.3e-01  -1.9e-01   4.9e-01  4.0e+03  9.6e-03  1.0e+00
z_j[161,4]      -6.9e-01  6.9e-03  8.8e-01  -2.1e+00  -6.9e-01   7.6e-01  1.6e+04  3.9e-02  1.0e+00
z_j[161,5]       2.1e-01  7.5e-03  9.8e-01  -1.4e+00   2.1e-01   1.8e+00  1.7e+04  4.1e-02  1.0e+00
z_j[161,6]      -2.2e-01  7.5e-03  7.9e-01  -1.5e+00  -2.2e-01   1.1e+00  1.1e+04  2.6e-02  1.0e+00
z_j[162,1]      -5.1e-01  1.5e-02  8.8e-01  -1.9e+00  -5.2e-01   9.5e-01  3.7e+03  8.8e-03  1.0e+00
z_j[162,2]       1.2e+00  1.3e-02  8.6e-01  -2.5e-01   1.2e+00   2.6e+00  4.6e+03  1.1e-02  1.0e+00
z_j[162,3]       5.6e-01  6.6e-03  4.4e-01  -1.7e-01   5.7e-01   1.2e+00  4.4e+03  1.1e-02  1.0e+00
z_j[162,4]       4.2e-01  7.8e-03  8.2e-01  -9.3e-01   4.3e-01   1.7e+00  1.1e+04  2.6e-02  1.0e+00
z_j[162,5]      -9.4e-01  7.1e-03  8.8e-01  -2.4e+00  -9.5e-01   5.1e-01  1.5e+04  3.7e-02  1.0e+00
z_j[162,6]      -3.1e-02  7.1e-03  9.8e-01  -1.7e+00  -3.0e-02   1.6e+00  1.9e+04  4.6e-02  1.0e+00
z_j[163,1]      -6.3e-02  1.0e-02  8.8e-01  -1.5e+00  -6.6e-02   1.4e+00  7.5e+03  1.8e-02  1.0e+00
z_j[163,2]       3.1e-01  9.4e-03  8.2e-01  -1.0e+00   3.1e-01   1.7e+00  7.6e+03  1.8e-02  1.0e+00
z_j[163,3]       9.3e-01  5.6e-03  4.4e-01   2.0e-01   9.4e-01   1.6e+00  6.3e+03  1.5e-02  1.0e+00
z_j[163,4]       4.8e-01  7.3e-03  7.6e-01  -7.8e-01   4.8e-01   1.7e+00  1.1e+04  2.6e-02  1.0e+00
z_j[163,5]       2.5e-01  6.7e-03  8.6e-01  -1.2e+00   2.7e-01   1.6e+00  1.7e+04  4.0e-02  1.0e+00
z_j[163,6]      -8.1e-02  7.3e-03  9.8e-01  -1.7e+00  -6.4e-02   1.5e+00  1.8e+04  4.3e-02  1.0e+00
z_j[164,1]      -8.1e-02  8.8e-03  9.0e-01  -1.6e+00  -8.9e-02   1.4e+00  1.0e+04  2.5e-02  1.0e+00
z_j[164,2]       7.7e-02  7.9e-03  7.9e-01  -1.2e+00   7.9e-02   1.4e+00  9.9e+03  2.4e-02  1.0e+00
z_j[164,3]       6.8e-01  5.2e-03  4.4e-01  -4.4e-02   6.8e-01   1.4e+00  7.1e+03  1.7e-02  1.0e+00
z_j[164,4]       3.2e-01  7.0e-03  7.5e-01  -9.3e-01   3.3e-01   1.5e+00  1.2e+04  2.8e-02  1.0e+00
z_j[164,5]       3.7e-01  6.2e-03  7.6e-01  -8.8e-01   3.6e-01   1.6e+00  1.5e+04  3.6e-02  1.0e+00
z_j[164,6]      -3.3e-02  6.8e-03  9.9e-01  -1.7e+00  -3.2e-02   1.6e+00  2.1e+04  5.0e-02  1.0e+00
z_j[165,1]       2.3e-01  9.1e-03  8.4e-01  -1.1e+00   2.4e-01   1.6e+00  8.5e+03  2.1e-02  1.0e+00
z_j[165,2]       1.3e-01  9.2e-03  8.0e-01  -1.2e+00   1.4e-01   1.4e+00  7.7e+03  1.8e-02  1.0e+00
z_j[165,3]      -6.9e-01  5.3e-03  4.2e-01  -1.4e+00  -6.9e-01  -1.4e-02  6.2e+03  1.5e-02  1.0e+00
z_j[165,4]       2.9e-01  7.3e-03  8.0e-01  -1.0e+00   3.0e-01   1.6e+00  1.2e+04  2.9e-02  1.0e+00
z_j[165,5]       6.3e-01  7.8e-03  9.1e-01  -8.7e-01   6.3e-01   2.1e+00  1.4e+04  3.3e-02  1.0e+00
z_j[165,6]      -3.8e-02  7.3e-03  9.8e-01  -1.7e+00  -2.5e-02   1.6e+00  1.8e+04  4.4e-02  1.0e+00
z_j[166,1]      -3.8e-02  7.6e-03  8.8e-01  -1.5e+00  -4.2e-02   1.4e+00  1.4e+04  3.3e-02  1.0e+00
z_j[166,2]       1.6e-01  8.2e-03  7.9e-01  -1.1e+00   1.6e-01   1.5e+00  9.2e+03  2.2e-02  1.0e+00
z_j[166,3]      -5.2e-01  4.9e-03  4.4e-01  -1.2e+00  -5.1e-01   1.9e-01  8.0e+03  1.9e-02  1.0e+00
z_j[166,4]      -5.3e-01  6.7e-03  8.5e-01  -2.0e+00  -5.3e-01   8.3e-01  1.6e+04  3.9e-02  1.0e+00
z_j[166,5]      -8.6e-02  6.8e-03  9.3e-01  -1.6e+00  -7.6e-02   1.5e+00  1.9e+04  4.5e-02  1.0e+00
z_j[166,6]      -1.1e-01  7.3e-03  9.2e-01  -1.6e+00  -1.0e-01   1.4e+00  1.6e+04  3.9e-02  1.0e+00
z_j[167,1]      -3.8e-01  1.1e-02  7.3e-01  -1.6e+00  -3.8e-01   8.3e-01  4.8e+03  1.2e-02  1.0e+00
z_j[167,2]      -3.9e-01  8.7e-03  7.1e-01  -1.5e+00  -3.9e-01   7.7e-01  6.7e+03  1.6e-02  1.0e+00
z_j[167,3]      -1.7e-01  6.7e-03  3.9e-01  -8.0e-01  -1.8e-01   4.7e-01  3.4e+03  8.2e-03  1.0e+00
z_j[167,4]       7.8e-01  8.2e-03  8.4e-01  -6.3e-01   7.9e-01   2.1e+00  1.0e+04  2.5e-02  1.0e+00
z_j[167,5]      -7.3e-01  7.9e-03  8.9e-01  -2.2e+00  -7.5e-01   7.3e-01  1.3e+04  3.1e-02  1.0e+00
z_j[167,6]      -2.2e-01  7.8e-03  7.7e-01  -1.5e+00  -2.2e-01   1.0e+00  9.6e+03  2.3e-02  1.0e+00
z_j[168,1]       4.8e-01  6.9e-03  7.3e-01  -7.2e-01   4.8e-01   1.7e+00  1.1e+04  2.6e-02  1.0e+00
z_j[168,2]      -1.0e-02  7.0e-03  7.3e-01  -1.2e+00  -1.7e-02   1.2e+00  1.1e+04  2.6e-02  1.0e+00
z_j[168,3]      -1.7e-01  5.2e-03  3.9e-01  -8.0e-01  -1.7e-01   4.6e-01  5.6e+03  1.3e-02  1.0e+00
z_j[168,4]       1.4e-01  7.0e-03  8.4e-01  -1.3e+00   1.5e-01   1.5e+00  1.4e+04  3.5e-02  1.0e+00
z_j[168,5]      -7.0e-02  7.2e-03  9.4e-01  -1.6e+00  -6.3e-02   1.5e+00  1.7e+04  4.1e-02  1.0e+00
z_j[168,6]       5.2e-02  6.5e-03  7.5e-01  -1.2e+00   5.0e-02   1.3e+00  1.3e+04  3.2e-02  1.0e+00
z_j[169,1]      -1.6e-01  8.8e-03  8.8e-01  -1.6e+00  -1.6e-01   1.3e+00  9.9e+03  2.4e-02  1.0e+00
z_j[169,2]      -2.7e-01  7.6e-03  7.8e-01  -1.5e+00  -2.7e-01   1.0e+00  1.0e+04  2.5e-02  1.0e+00
z_j[169,3]      -5.9e-01  6.3e-03  4.5e-01  -1.3e+00  -5.9e-01   1.4e-01  5.1e+03  1.2e-02  1.0e+00
z_j[169,4]      -1.1e-01  7.5e-03  8.4e-01  -1.5e+00  -8.3e-02   1.3e+00  1.2e+04  3.0e-02  1.0e+00
z_j[169,5]      -4.7e-01  7.0e-03  8.9e-01  -1.9e+00  -4.8e-01   9.7e-01  1.6e+04  3.9e-02  1.0e+00
z_j[169,6]      -4.4e-02  6.9e-03  9.8e-01  -1.7e+00  -4.6e-02   1.6e+00  2.0e+04  4.8e-02  1.0e+00
z_j[170,1]       3.2e-01  1.1e-02  9.2e-01  -1.2e+00   3.2e-01   1.8e+00  6.6e+03  1.6e-02  1.0e+00
z_j[170,2]      -2.0e-01  1.2e-02  8.7e-01  -1.6e+00  -2.1e-01   1.2e+00  5.0e+03  1.2e-02  1.0e+00
z_j[170,3]       6.5e-01  7.6e-03  5.0e-01  -1.7e-01   6.5e-01   1.5e+00  4.4e+03  1.1e-02  1.0e+00
z_j[170,4]       5.8e-01  1.1e-02  8.4e-01  -8.1e-01   5.9e-01   2.0e+00  5.9e+03  1.4e-02  1.0e+00
z_j[170,5]      -1.6e+00  8.1e-03  8.9e-01  -3.0e+00  -1.6e+00  -6.2e-02  1.2e+04  2.9e-02  1.0e+00
z_j[170,6]      -3.7e-02  7.1e-03  9.9e-01  -1.7e+00  -3.5e-02   1.6e+00  1.9e+04  4.6e-02  1.0e+00
z_j[171,1]       2.6e-03  7.5e-03  7.7e-01  -1.2e+00   5.9e-03   1.3e+00  1.0e+04  2.5e-02  1.0e+00
z_j[171,2]       1.1e-01  8.5e-03  7.8e-01  -1.2e+00   1.0e-01   1.4e+00  8.4e+03  2.0e-02  1.0e+00
z_j[171,3]       1.4e-01  4.7e-03  3.9e-01  -5.0e-01   1.4e-01   7.8e-01  6.8e+03  1.6e-02  1.0e+00
z_j[171,4]       3.3e-01  7.3e-03  8.4e-01  -1.0e+00   3.3e-01   1.7e+00  1.3e+04  3.2e-02  1.0e+00
z_j[171,5]      -2.0e-01  6.5e-03  9.0e-01  -1.7e+00  -2.0e-01   1.3e+00  1.9e+04  4.7e-02  1.0e+00
z_j[171,6]       9.6e-02  6.9e-03  7.8e-01  -1.2e+00   9.5e-02   1.4e+00  1.3e+04  3.1e-02  1.0e+00
z_j[172,1]       4.3e-01  1.1e-02  7.7e-01  -8.3e-01   4.4e-01   1.7e+00  5.1e+03  1.2e-02  1.0e+00
z_j[172,2]      -7.5e-01  1.2e-02  7.3e-01  -1.9e+00  -7.6e-01   4.5e-01  3.8e+03  9.2e-03  1.0e+00
z_j[172,3]       6.9e-01  5.6e-03  3.8e-01   7.7e-02   6.8e-01   1.3e+00  4.8e+03  1.2e-02  1.0e+00
z_j[172,4]      -4.0e-01  7.7e-03  9.3e-01  -1.9e+00  -4.1e-01   1.1e+00  1.5e+04  3.5e-02  1.0e+00
z_j[172,5]       3.1e-01  7.4e-03  9.5e-01  -1.2e+00   3.0e-01   1.9e+00  1.6e+04  3.9e-02  1.0e+00
z_j[172,6]       8.4e-02  7.1e-03  7.7e-01  -1.2e+00   9.2e-02   1.3e+00  1.2e+04  2.8e-02  1.0e+00
z_j[173,1]       3.2e-01  1.0e-02  8.5e-01  -1.1e+00   3.2e-01   1.7e+00  6.7e+03  1.6e-02  1.0e+00
z_j[173,2]      -3.3e-01  8.6e-03  7.5e-01  -1.6e+00  -3.3e-01   9.1e-01  7.7e+03  1.9e-02  1.0e+00
z_j[173,3]      -9.6e-01  6.3e-03  4.8e-01  -1.7e+00  -9.7e-01  -1.6e-01  5.8e+03  1.4e-02  1.0e+00
z_j[173,4]      -5.3e-01  7.0e-03  8.8e-01  -2.0e+00  -5.2e-01   9.2e-01  1.6e+04  3.9e-02  1.0e+00
z_j[173,5]       1.5e-01  7.3e-03  9.6e-01  -1.5e+00   1.6e-01   1.7e+00  1.8e+04  4.2e-02  1.0e+00
z_j[173,6]      -1.8e-01  6.7e-03  7.9e-01  -1.5e+00  -1.9e-01   1.1e+00  1.4e+04  3.4e-02  1.0e+00
z_j[174,1]       3.5e-01  9.2e-03  7.7e-01  -9.2e-01   3.6e-01   1.6e+00  7.0e+03  1.7e-02  1.0e+00
z_j[174,2]      -6.7e-01  9.3e-03  7.4e-01  -1.9e+00  -6.9e-01   5.7e-01  6.3e+03  1.5e-02  1.0e+00
z_j[174,3]       4.8e-01  5.2e-03  3.8e-01  -1.3e-01   4.8e-01   1.1e+00  5.4e+03  1.3e-02  1.0e+00
z_j[174,4]      -2.1e-01  7.2e-03  7.6e-01  -1.5e+00  -2.0e-01   1.0e+00  1.1e+04  2.7e-02  1.0e+00
z_j[174,5]       5.7e-01  6.8e-03  8.3e-01  -8.0e-01   5.8e-01   1.9e+00  1.5e+04  3.6e-02  1.0e+00
z_j[174,6]      -1.7e-01  6.4e-03  9.4e-01  -1.7e+00  -1.4e-01   1.3e+00  2.1e+04  5.1e-02  1.0e+00
z_j[175,1]       2.4e-01  8.2e-03  7.5e-01  -1.0e+00   2.5e-01   1.5e+00  8.4e+03  2.0e-02  1.0e+00
z_j[175,2]      -4.0e-01  8.4e-03  7.4e-01  -1.6e+00  -4.0e-01   8.2e-01  7.9e+03  1.9e-02  1.0e+00
z_j[175,3]       5.0e-01  4.9e-03  3.7e-01  -1.1e-01   4.9e-01   1.1e+00  5.8e+03  1.4e-02  1.0e+00
z_j[175,4]      -8.7e-02  7.3e-03  7.6e-01  -1.4e+00  -7.5e-02   1.1e+00  1.1e+04  2.6e-02  1.0e+00
z_j[175,5]       6.2e-01  6.4e-03  8.2e-01  -7.3e-01   6.3e-01   2.0e+00  1.6e+04  3.9e-02  1.0e+00
z_j[175,6]      -1.6e-01  7.2e-03  9.2e-01  -1.7e+00  -1.4e-01   1.3e+00  1.6e+04  3.9e-02  1.0e+00
z_j[176,1]      -6.3e-01  8.9e-03  7.3e-01  -1.9e+00  -6.3e-01   5.9e-01  6.9e+03  1.7e-02  1.0e+00
z_j[176,2]      -9.2e-03  1.2e-02  7.8e-01  -1.3e+00  -3.5e-03   1.3e+00  3.9e+03  9.4e-03  1.0e+00
z_j[176,3]      -3.4e-03  7.0e-03  4.0e-01  -6.5e-01  -3.1e-03   6.5e-01  3.3e+03  7.8e-03  1.0e+00
z_j[176,4]       5.1e-01  1.0e-02  9.1e-01  -1.0e+00   5.3e-01   2.0e+00  8.0e+03  1.9e-02  1.0e+00
z_j[176,5]      -3.3e-02  1.1e-02  9.3e-01  -1.6e+00  -1.9e-02   1.5e+00  7.2e+03  1.7e-02  1.0e+00
z_j[176,6]       1.0e+00  8.2e-03  7.9e-01  -3.0e-01   1.0e+00   2.3e+00  9.2e+03  2.2e-02  1.0e+00
z_j[177,1]      -2.2e-01  8.3e-03  8.6e-01  -1.6e+00  -2.3e-01   1.2e+00  1.1e+04  2.6e-02  1.0e+00
z_j[177,2]       3.7e-02  9.0e-03  7.9e-01  -1.2e+00   3.7e-02   1.3e+00  7.7e+03  1.9e-02  1.0e+00
z_j[177,3]      -6.7e-01  4.8e-03  4.1e-01  -1.3e+00  -6.6e-01   2.1e-03  7.3e+03  1.8e-02  1.0e+00
z_j[177,4]      -2.0e-02  7.3e-03  8.1e-01  -1.4e+00  -1.3e-02   1.3e+00  1.2e+04  3.0e-02  1.0e+00
z_j[177,5]      -6.4e-01  6.9e-03  8.5e-01  -2.0e+00  -6.5e-01   7.5e-01  1.5e+04  3.7e-02  1.0e+00
z_j[177,6]      -5.8e-02  7.0e-03  9.7e-01  -1.7e+00  -4.5e-02   1.5e+00  1.9e+04  4.6e-02  1.0e+00
z_j[178,1]       3.3e-01  9.4e-03  7.5e-01  -9.0e-01   3.3e-01   1.6e+00  6.4e+03  1.5e-02  1.0e+00
z_j[178,2]      -4.9e-01  1.0e-02  7.4e-01  -1.7e+00  -5.0e-01   7.2e-01  5.0e+03  1.2e-02  1.0e+00
z_j[178,3]      -1.0e+00  5.8e-03  4.2e-01  -1.7e+00  -1.0e+00  -3.1e-01  5.4e+03  1.3e-02  1.0e+00
z_j[178,4]       3.7e-01  7.0e-03  8.3e-01  -9.9e-01   3.8e-01   1.8e+00  1.4e+04  3.3e-02  1.0e+00
z_j[178,5]      -1.9e-01  6.8e-03  9.1e-01  -1.7e+00  -1.9e-01   1.3e+00  1.8e+04  4.4e-02  1.0e+00
z_j[178,6]       1.4e-01  6.4e-03  7.8e-01  -1.2e+00   1.4e-01   1.4e+00  1.5e+04  3.6e-02  1.0e+00
z_j[179,1]       2.3e-01  9.3e-03  8.2e-01  -1.1e+00   2.4e-01   1.6e+00  7.8e+03  1.9e-02  1.0e+00
z_j[179,2]       4.8e-01  7.8e-03  8.3e-01  -8.7e-01   4.9e-01   1.8e+00  1.1e+04  2.7e-02  1.0e+00
z_j[179,3]       3.1e-03  7.7e-03  4.9e-01  -8.0e-01   5.2e-03   8.0e-01  4.1e+03  9.9e-03  1.0e+00
z_j[179,4]      -2.0e-01  8.1e-03  8.6e-01  -1.6e+00  -2.0e-01   1.2e+00  1.1e+04  2.7e-02  1.0e+00
z_j[179,5]      -5.3e-02  7.7e-03  9.6e-01  -1.6e+00  -5.0e-02   1.5e+00  1.6e+04  3.7e-02  1.0e+00
z_j[179,6]      -4.6e-01  7.6e-03  8.0e-01  -1.8e+00  -4.7e-01   8.7e-01  1.1e+04  2.7e-02  1.0e+00
z_j[180,1]       1.1e+00  1.5e-02  8.3e-01  -3.0e-01   1.1e+00   2.4e+00  3.1e+03  7.4e-03  1.0e+00
z_j[180,2]      -1.3e+00  1.6e-02  7.9e-01  -2.6e+00  -1.4e+00  -3.3e-03  2.6e+03  6.2e-03  1.0e+00
z_j[180,3]      -1.1e-01  7.2e-03  4.5e-01  -8.4e-01  -1.1e-01   6.4e-01  3.9e+03  9.3e-03  1.0e+00
z_j[180,4]       7.9e-02  7.5e-03  8.2e-01  -1.3e+00   8.0e-02   1.4e+00  1.2e+04  2.9e-02  1.0e+00
z_j[180,5]      -1.6e-01  8.0e-03  9.7e-01  -1.7e+00  -1.6e-01   1.4e+00  1.5e+04  3.5e-02  1.0e+00
z_j[180,6]      -5.4e-01  7.1e-03  7.9e-01  -1.8e+00  -5.4e-01   7.7e-01  1.2e+04  3.0e-02  1.0e+00
z_j[181,1]      -1.6e-01  1.1e-02  8.5e-01  -1.6e+00  -1.6e-01   1.2e+00  6.5e+03  1.6e-02  1.0e+00
z_j[181,2]       5.6e-01  9.7e-03  7.9e-01  -7.4e-01   5.5e-01   1.9e+00  6.6e+03  1.6e-02  1.0e+00
z_j[181,3]      -7.4e-01  5.7e-03  4.6e-01  -1.5e+00  -7.3e-01  -4.8e-03  6.4e+03  1.5e-02  1.0e+00
z_j[181,4]       2.2e-01  8.0e-03  8.6e-01  -1.2e+00   2.2e-01   1.6e+00  1.1e+04  2.7e-02  1.0e+00
z_j[181,5]      -1.4e-01  8.2e-03  9.8e-01  -1.7e+00  -1.5e-01   1.5e+00  1.4e+04  3.4e-02  1.0e+00
z_j[181,6]      -5.1e-01  7.5e-03  7.8e-01  -1.8e+00  -5.2e-01   8.0e-01  1.1e+04  2.6e-02  1.0e+00
z_j[182,1]      -1.8e-01  7.2e-03  8.7e-01  -1.6e+00  -1.9e-01   1.3e+00  1.4e+04  3.5e-02  1.0e+00
z_j[182,2]       1.1e-01  7.6e-03  7.8e-01  -1.2e+00   1.1e-01   1.4e+00  1.0e+04  2.5e-02  1.0e+00
z_j[182,3]       2.9e-02  4.9e-03  4.2e-01  -6.7e-01   3.4e-02   7.1e-01  7.4e+03  1.8e-02  1.0e+00
z_j[182,4]       3.7e-01  6.7e-03  7.6e-01  -8.9e-01   3.8e-01   1.6e+00  1.3e+04  3.1e-02  1.0e+00
z_j[182,5]      -2.0e-02  6.5e-03  8.2e-01  -1.4e+00  -2.2e-02   1.3e+00  1.6e+04  3.8e-02  1.0e+00
z_j[182,6]      -1.1e-01  7.0e-03  9.5e-01  -1.7e+00  -8.7e-02   1.4e+00  1.8e+04  4.4e-02  1.0e+00
z_j[183,1]      -7.4e-02  8.9e-03  8.6e-01  -1.5e+00  -8.0e-02   1.3e+00  9.3e+03  2.2e-02  1.0e+00
z_j[183,2]       5.0e-01  8.7e-03  8.1e-01  -8.3e-01   5.1e-01   1.8e+00  8.8e+03  2.1e-02  1.0e+00
z_j[183,3]       7.7e-01  5.6e-03  4.1e-01   8.3e-02   7.8e-01   1.4e+00  5.4e+03  1.3e-02  1.0e+00
z_j[183,4]      -1.4e-01  7.3e-03  8.2e-01  -1.5e+00  -1.3e-01   1.2e+00  1.3e+04  3.0e-02  1.0e+00
z_j[183,5]      -7.8e-01  6.5e-03  8.1e-01  -2.1e+00  -7.9e-01   5.4e-01  1.5e+04  3.7e-02  1.0e+00
z_j[183,6]      -3.8e-02  6.7e-03  9.7e-01  -1.6e+00  -2.9e-02   1.5e+00  2.1e+04  5.1e-02  1.0e+00
